BELNR,BUKRS,GJAHR,BLDAT,BUDAT,BLART,WAERS,BKTXT,XBLNR,USNAM,CPUDT,TCODE,MONAT,NUMPG
0000585825,N3SN,2024,1/23/24,1/23/24,RV,XOF,N3N3 Revenue Invoice 2024-01-23,REF00585825,BATCH,1/23/24,F-02,1,6
0000585875,N3SN,2024,1/21/24,1/21/24,RV,XOF,N3N3 Revenue Invoice 2024-01-21,REF00585875,SDPOST,1/21/24,FB01,1,6
0000585964,N3IT,2024,1/22/24,1/22/24,RE,EUR,N3N3 Vendor Invoice 2024-01-22,REF00585964,BATCH,1/22/24,F-02,1,2
0000586015,N3SN,2024,1/21/24,1/21/24,RE,XOF,N3N3 Vendor Invoice 2024-01-21,REF00586015,SDPOST,1/21/24,VF01,1,4
0000586017,N3IT,2024,1/28/24,1/28/24,RV,EUR,N3N3 Revenue Invoice 2024-01-28,REF00586017,MMPOST,1/28/24,MIRO,1,4
0000586029,N3IT,2024,1/4/24,1/4/24,RV,EUR,N3N3 Revenue Invoice 2024-01-04,REF00586029,FIPOST,1/4/24,FB50,1,4
0000586032,N3SN,2024,1/11/24,1/11/24,RE,XOF,N3N3 Vendor Invoice 2024-01-11,REF00586032,MMPOST,1/11/24,F-02,1,2
0000586034,N3IT,2024,1/29/24,1/29/24,SA,EUR,N3N3 GL Posting 2024-01-29,REF00586034,MMPOST,1/29/24,FB50,1,7
0000586075,N3IT,2024,1/10/24,1/10/24,RV,EUR,N3N3 Revenue Invoice 2024-01-10,REF00586075,FIPOST,1/10/24,VF01,1,4
0000586083,N3IT,2024,1/18/24,1/18/24,RV,EUR,N3N3 Revenue Invoice 2024-01-18,REF00586083,FIPOST,1/18/24,FB50,1,6
0000586134,N3SN,2024,1/19/24,1/19/24,RV,XOF,N3N3 Revenue Invoice 2024-01-19,REF00586134,FIPOST,1/19/24,F-02,1,4
0000586238,N3IT,2024,1/8/24,1/8/24,RV,EUR,N3N3 Revenue Invoice 2024-01-08,REF00586238,BATCH,1/8/24,FB50,1,4
0000586313,N3IT,2024,1/14/24,1/14/24,RE,EUR,N3N3 Vendor Invoice 2024-01-14,REF00586313,SDPOST,1/14/24,FB50,1,4
0000586336,N3IT,2024,1/3/24,1/3/24,SA,EUR,N3N3 GL Posting 2024-01-03,REF00586336,BATCH,1/3/24,FB01,1,2
0000586461,N3IT,2024,1/31/24,1/31/24,RV,EUR,N3N3 Revenue Invoice 2024-01-31,REF00586461,BATCH,1/31/24,MIRO,1,4
0000586473,N3IT,2024,1/30/24,1/30/24,RV,EUR,N3N3 Revenue Invoice 2024-01-30,REF00586473,MMPOST,1/30/24,F-02,1,4
0000586569,N3IT,2024,1/13/24,1/13/24,SA,EUR,N3N3 GL Posting 2024-01-13,REF00586569,MMPOST,1/13/24,FB01,1,2
0000586689,N3SN,2024,1/6/24,1/6/24,RV,XOF,N3N3 Revenue Invoice 2024-01-06,REF00586689,SAPUSER,1/6/24,FB01,1,4
0000586695,N3IT,2024,1/14/24,1/14/24,RV,EUR,N3N3 Revenue Invoice 2024-01-14,REF00586695,FIPOST,1/14/24,FB01,1,4
0000586701,N3SN,2024,1/2/24,1/2/24,SA,XOF,N3N3 GL Posting 2024-01-02,REF00586701,FIPOST,1/2/24,FB01,1,2
0000586726,N3IT,2024,1/26/24,1/26/24,RV,EUR,N3N3 Revenue Invoice 2024-01-26,REF00586726,FIPOST,1/26/24,F-02,1,4
0000586773,N3IT,2024,1/18/24,1/18/24,SA,EUR,N3N3 GL Posting 2024-01-18,REF00586773,SDPOST,1/18/24,VF01,1,2
0000586832,N3IT,2024,1/6/24,1/6/24,RE,EUR,N3N3 Vendor Invoice 2024-01-06,REF00586832,MMPOST,1/6/24,F-02,1,2
0000586840,N3IT,2024,1/15/24,1/15/24,RV,EUR,N3N3 Revenue Invoice 2024-01-15,REF00586840,SDPOST,1/15/24,FB01,1,4
0000586842,N3IT,2024,1/30/24,1/30/24,RV,EUR,N3N3 Revenue Invoice 2024-01-30,REF00586842,MMPOST,1/30/24,MIRO,1,4
0000586875,N3SN,2024,1/30/24,1/30/24,SA,XOF,N3N3 GL Posting 2024-01-30,REF00586875,FIPOST,1/30/24,FB50,1,2
0000586934,N3IT,2024,1/30/24,1/30/24,RV,EUR,N3N3 Revenue Invoice 2024-01-30,REF00586934,MMPOST,1/30/24,FB50,1,4
0000586968,N3IT,2024,1/20/24,1/20/24,RE,EUR,N3N3 Vendor Invoice 2024-01-20,REF00586968,MMPOST,1/20/24,MIRO,1,2
0000586983,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00586983,MMPOST,1/1/24,FB50,1,4
0000587013,N3IT,2024,1/25/24,1/25/24,SA,EUR,N3N3 GL Posting 2024-01-25,REF00587013,FIPOST,1/25/24,VF01,1,2
0000587025,N3SN,2024,1/3/24,1/3/24,RV,XOF,N3N3 Revenue Invoice 2024-01-03,REF00587025,SAPUSER,1/3/24,VF01,1,4
0000587034,N3IT,2024,1/13/24,1/13/24,SA,EUR,N3N3 GL Posting 2024-01-13,REF00587034,BATCH,1/13/24,MIRO,1,2
0000587053,N3IT,2024,1/19/24,1/19/24,SA,EUR,N3N3 GL Posting 2024-01-19,REF00587053,FIPOST,1/19/24,FB01,1,6
0000587076,N3IT,2024,1/22/24,1/22/24,SA,EUR,N3N3 GL Posting 2024-01-22,REF00587076,FIPOST,1/22/24,F-02,1,2
0000587213,N3IT,2024,1/13/24,1/13/24,RV,EUR,N3N3 Revenue Invoice 2024-01-13,REF00587213,FIPOST,1/13/24,FB01,1,6
0000587219,N3IT,2024,1/20/24,1/20/24,RE,EUR,N3N3 Vendor Invoice 2024-01-20,REF00587219,FIPOST,1/20/24,MIRO,1,2
0000587244,N3IT,2024,1/24/24,1/24/24,RE,EUR,N3N3 Vendor Invoice 2024-01-24,REF00587244,SDPOST,1/24/24,VF01,1,2
0000587255,N3IT,2024,1/29/24,1/29/24,SA,EUR,N3N3 GL Posting 2024-01-29,REF00587255,MMPOST,1/29/24,MIRO,1,2
0000587286,N3IT,2024,1/1/24,1/1/24,RE,EUR,N3N3 Vendor Invoice 2024-01-01,REF00587286,MMPOST,1/1/24,VF01,1,4
0000587295,N3IT,2024,1/8/24,1/8/24,SA,EUR,N3N3 GL Posting 2024-01-08,REF00587295,SAPUSER,1/8/24,FB50,1,2
0000587318,N3IT,2024,1/21/24,1/21/24,RV,EUR,N3N3 Revenue Invoice 2024-01-21,REF00587318,MMPOST,1/21/24,F-02,1,4
0000587334,N3IT,2024,1/28/24,1/28/24,RV,EUR,N3N3 Revenue Invoice 2024-01-28,REF00587334,FIPOST,1/28/24,MIRO,1,4
0000587351,N3IT,2024,1/4/24,1/4/24,RV,EUR,N3N3 Revenue Invoice 2024-01-04,REF00587351,BATCH,1/4/24,FB50,1,6
0000587423,N3SN,2024,1/27/24,1/27/24,RE,XOF,N3N3 Vendor Invoice 2024-01-27,REF00587423,MMPOST,1/27/24,VF01,1,2
0000587502,N3IT,2024,1/26/24,1/26/24,SA,EUR,N3N3 GL Posting 2024-01-26,REF00587502,MMPOST,1/26/24,MIRO,1,3
0000587523,N3IT,2024,1/31/24,1/31/24,RV,EUR,N3N3 Revenue Invoice 2024-01-31,REF00587523,MMPOST,1/31/24,MIRO,1,4
0000587653,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00587653,SAPUSER,1/1/24,F-02,1,4
0000587672,N3SN,2024,1/18/24,1/18/24,RE,XOF,N3N3 Vendor Invoice 2024-01-18,REF00587672,SAPUSER,1/18/24,VF01,1,4
0000587725,N3SN,2024,1/15/24,1/15/24,SA,XOF,N3N3 GL Posting 2024-01-15,REF00587725,FIPOST,1/15/24,F-02,1,4
0000587731,N3IT,2024,1/11/24,1/11/24,RE,EUR,N3N3 Vendor Invoice 2024-01-11,REF00587731,SDPOST,1/11/24,FB50,1,2
0000587744,N3IT,2024,1/27/24,1/27/24,RV,EUR,N3N3 Revenue Invoice 2024-01-27,REF00587744,MMPOST,1/27/24,VF01,1,6
0000587769,N3IT,2024,1/13/24,1/13/24,RV,EUR,N3N3 Revenue Invoice 2024-01-13,REF00587769,FIPOST,1/13/24,MIRO,1,4
0000587784,N3IT,2024,1/27/24,1/27/24,RV,EUR,N3N3 Revenue Invoice 2024-01-27,REF00587784,MMPOST,1/27/24,FB50,1,6
0000587876,N3IT,2024,1/15/24,1/15/24,RV,EUR,N3N3 Revenue Invoice 2024-01-15,REF00587876,FIPOST,1/15/24,FB01,1,4
0000587886,N3SN,2024,1/20/24,1/20/24,RV,XOF,N3N3 Revenue Invoice 2024-01-20,REF00587886,SDPOST,1/20/24,VF01,1,4
0000587893,N3IT,2024,1/3/24,1/3/24,RV,EUR,N3N3 Revenue Invoice 2024-01-03,REF00587893,MMPOST,1/3/24,FB01,1,4
0000587958,N3IT,2024,1/3/24,1/3/24,SA,EUR,N3N3 GL Posting 2024-01-03,REF00587958,SDPOST,1/3/24,FB01,1,2
0000588004,N3IT,2024,1/15/24,1/15/24,RV,EUR,N3N3 Revenue Invoice 2024-01-15,REF00588004,SAPUSER,1/15/24,VF01,1,4
0000588014,N3IT,2024,1/5/24,1/5/24,RV,EUR,N3N3 Revenue Invoice 2024-01-05,REF00588014,SDPOST,1/5/24,FB50,1,4
0000588077,N3IT,2024,1/19/24,1/19/24,SA,EUR,N3N3 GL Posting 2024-01-19,REF00588077,SDPOST,1/19/24,VF01,1,3
0000588092,N3IT,2024,1/12/24,1/12/24,SA,EUR,N3N3 GL Posting 2024-01-12,REF00588092,BATCH,1/12/24,MIRO,1,2
0000588126,N3SN,2024,1/29/24,1/29/24,RV,XOF,N3N3 Revenue Invoice 2024-01-29,REF00588126,BATCH,1/29/24,F-02,1,4
0000588142,N3IT,2024,1/8/24,1/8/24,RV,EUR,N3N3 Revenue Invoice 2024-01-08,REF00588142,SDPOST,1/8/24,FB01,1,4
0000588202,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00588202,FIPOST,1/1/24,MIRO,1,4
0000588244,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00588244,SAPUSER,1/1/24,FB01,1,6
0000588344,N3IT,2024,1/27/24,1/27/24,RE,EUR,N3N3 Vendor Invoice 2024-01-27,REF00588344,SAPUSER,1/27/24,MIRO,1,2
0000588391,N3SN,2024,1/5/24,1/5/24,RV,XOF,N3N3 Revenue Invoice 2024-01-05,REF00588391,BATCH,1/5/24,VF01,1,6
0000588423,N3SN,2024,1/13/24,1/13/24,RV,XOF,N3N3 Revenue Invoice 2024-01-13,REF00588423,SAPUSER,1/13/24,FB01,1,4
0000588436,N3IT,2024,1/19/24,1/19/24,RV,EUR,N3N3 Revenue Invoice 2024-01-19,REF00588436,SDPOST,1/19/24,F-02,1,4
0000588467,N3IT,2024,1/15/24,1/15/24,RV,EUR,N3N3 Revenue Invoice 2024-01-15,REF00588467,BATCH,1/15/24,F-02,1,4
0000588522,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00588522,SDPOST,1/1/24,FB50,1,6
0000588566,N3IT,2024,1/15/24,1/15/24,RV,EUR,N3N3 Revenue Invoice 2024-01-15,REF00588566,SDPOST,1/15/24,VF01,1,4
0000588657,N3IT,2024,1/29/24,1/29/24,RV,EUR,N3N3 Revenue Invoice 2024-01-29,REF00588657,SAPUSER,1/29/24,VF01,1,4
0000588731,N3IT,2024,1/11/24,1/11/24,RE,EUR,N3N3 Vendor Invoice 2024-01-11,REF00588731,SAPUSER,1/11/24,FB50,1,2
0000588753,N3IT,2024,1/13/24,1/13/24,RE,EUR,N3N3 Vendor Invoice 2024-01-13,REF00588753,SAPUSER,1/13/24,FB50,1,2
0000588781,N3IT,2024,1/15/24,1/15/24,RV,EUR,N3N3 Revenue Invoice 2024-01-15,REF00588781,SDPOST,1/15/24,MIRO,1,4
0000588831,N3IT,2024,1/20/24,1/20/24,SA,EUR,N3N3 GL Posting 2024-01-20,REF00588831,SAPUSER,1/20/24,MIRO,1,6
0000588908,N3IT,2024,1/11/24,1/11/24,RV,EUR,N3N3 Revenue Invoice 2024-01-11,REF00588908,FIPOST,1/11/24,FB01,1,6
0000588909,N3IT,2024,1/5/24,1/5/24,RV,EUR,N3N3 Revenue Invoice 2024-01-05,REF00588909,BATCH,1/5/24,F-02,1,4
0000588991,N3SN,2024,1/31/24,1/31/24,SA,XOF,N3N3 GL Posting 2024-01-31,REF00588991,MMPOST,1/31/24,MIRO,1,7
0000589009,N3IT,2024,1/8/24,1/8/24,RV,EUR,N3N3 Revenue Invoice 2024-01-08,REF00589009,MMPOST,1/8/24,FB50,1,4
0000589122,N3IT,2024,1/11/24,1/11/24,RV,EUR,N3N3 Revenue Invoice 2024-01-11,REF00589122,FIPOST,1/11/24,FB01,1,4
0000589154,N3IT,2024,1/31/24,1/31/24,RV,EUR,N3N3 Revenue Invoice 2024-01-31,REF00589154,SDPOST,1/31/24,FB01,1,4
0000589172,N3IT,2024,1/17/24,1/17/24,SA,EUR,N3N3 GL Posting 2024-01-17,REF00589172,BATCH,1/17/24,FB01,1,5
0000589196,N3IT,2024,1/23/24,1/23/24,RV,EUR,N3N3 Revenue Invoice 2024-01-23,REF00589196,BATCH,1/23/24,F-02,1,4
0000589208,N3IT,2024,1/6/24,1/6/24,RV,EUR,N3N3 Revenue Invoice 2024-01-06,REF00589208,MMPOST,1/6/24,FB01,1,4
0000589211,N3SN,2024,1/18/24,1/18/24,SA,XOF,N3N3 GL Posting 2024-01-18,REF00589211,FIPOST,1/18/24,MIRO,1,2
0000589271,N3IT,2024,1/16/24,1/16/24,RV,EUR,N3N3 Revenue Invoice 2024-01-16,REF00589271,BATCH,1/16/24,MIRO,1,4
0000589276,N3IT,2024,1/30/24,1/30/24,RV,EUR,N3N3 Revenue Invoice 2024-01-30,REF00589276,BATCH,1/30/24,FB50,1,4
0000589318,N3SN,2024,1/3/24,1/3/24,RV,XOF,N3N3 Revenue Invoice 2024-01-03,REF00589318,FIPOST,1/3/24,FB01,1,4
0000589491,N3SN,2024,1/20/24,1/20/24,RV,XOF,N3N3 Revenue Invoice 2024-01-20,REF00589491,FIPOST,1/20/24,FB01,1,4
0000589512,N3IT,2024,1/25/24,1/25/24,RE,EUR,N3N3 Vendor Invoice 2024-01-25,REF00589512,SAPUSER,1/25/24,FB01,1,4
0000589538,N3IT,2024,1/4/24,1/4/24,RE,EUR,N3N3 Vendor Invoice 2024-01-04,REF00589538,SDPOST,1/4/24,FB50,1,4
0000589578,N3IT,2024,1/30/24,1/30/24,RV,EUR,N3N3 Revenue Invoice 2024-01-30,REF00589578,BATCH,1/30/24,VF01,1,4
0000589703,N3IT,2024,1/14/24,1/14/24,RE,EUR,N3N3 Vendor Invoice 2024-01-14,REF00589703,SAPUSER,1/14/24,FB50,1,2
0000589718,N3IT,2024,1/24/24,1/24/24,SA,EUR,N3N3 GL Posting 2024-01-24,REF00589718,FIPOST,1/24/24,VF01,1,2
0000589742,N3IT,2024,1/11/24,1/11/24,SA,EUR,N3N3 GL Posting 2024-01-11,REF00589742,FIPOST,1/11/24,FB50,1,2
0000589744,N3IT,2024,1/7/24,1/7/24,RV,EUR,N3N3 Revenue Invoice 2024-01-07,REF00589744,SAPUSER,1/7/24,FB01,1,4
0000589831,N3IT,2024,1/1/24,1/1/24,RE,EUR,N3N3 Vendor Invoice 2024-01-01,REF00589831,BATCH,1/1/24,VF01,1,4
0000589895,N3IT,2024,1/27/24,1/27/24,RV,EUR,N3N3 Revenue Invoice 2024-01-27,REF00589895,BATCH,1/27/24,VF01,1,4
0000589935,N3IT,2024,1/18/24,1/18/24,SA,EUR,N3N3 GL Posting 2024-01-18,REF00589935,SAPUSER,1/18/24,MIRO,1,2
0000589949,N3SN,2024,1/11/24,1/11/24,SA,XOF,N3N3 GL Posting 2024-01-11,REF00589949,SAPUSER,1/11/24,MIRO,1,4
0000589957,N3IT,2024,1/25/24,1/25/24,RV,EUR,N3N3 Revenue Invoice 2024-01-25,REF00589957,MMPOST,1/25/24,FB01,1,4
0000589962,N3IT,2024,1/20/24,1/20/24,RV,EUR,N3N3 Revenue Invoice 2024-01-20,REF00589962,SDPOST,1/20/24,FB50,1,4
0000589971,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00589971,FIPOST,1/1/24,F-02,1,6
0000590008,N3IT,2024,1/1/24,1/1/24,SA,EUR,N3N3 GL Posting 2024-01-01,REF00590008,SDPOST,1/1/24,FB01,1,6
0000590032,N3IT,2024,1/13/24,1/13/24,RV,EUR,N3N3 Revenue Invoice 2024-01-13,REF00590032,MMPOST,1/13/24,FB01,1,6
0000590059,N3IT,2024,1/24/24,1/24/24,RE,EUR,N3N3 Vendor Invoice 2024-01-24,REF00590059,SAPUSER,1/24/24,F-02,1,2
0000590108,N3IT,2024,1/4/24,1/4/24,RE,EUR,N3N3 Vendor Invoice 2024-01-04,REF00590108,SAPUSER,1/4/24,F-02,1,4
0000590109,N3IT,2024,1/2/24,1/2/24,RV,EUR,N3N3 Revenue Invoice 2024-01-02,REF00590109,SDPOST,1/2/24,F-02,1,4
0000590218,N3IT,2024,1/16/24,1/16/24,RE,EUR,N3N3 Vendor Invoice 2024-01-16,REF00590218,SAPUSER,1/16/24,FB50,1,4
0000590276,N3IT,2024,1/12/24,1/12/24,RV,EUR,N3N3 Revenue Invoice 2024-01-12,REF00590276,BATCH,1/12/24,VF01,1,4
0000590283,N3IT,2024,1/7/24,1/7/24,RE,EUR,N3N3 Vendor Invoice 2024-01-07,REF00590283,SAPUSER,1/7/24,MIRO,1,4
0000590331,N3SN,2024,1/23/24,1/23/24,RV,XOF,N3N3 Revenue Invoice 2024-01-23,REF00590331,FIPOST,1/23/24,F-02,1,4
0000590399,N3IT,2024,1/2/24,1/2/24,SA,EUR,N3N3 GL Posting 2024-01-02,REF00590399,SDPOST,1/2/24,F-02,1,2
0000590451,N3SN,2024,1/5/24,1/5/24,RV,XOF,N3N3 Revenue Invoice 2024-01-05,REF00590451,MMPOST,1/5/24,F-02,1,4
0000590495,N3IT,2024,1/2/24,1/2/24,RE,EUR,N3N3 Vendor Invoice 2024-01-02,REF00590495,SAPUSER,1/2/24,VF01,1,4
0000590543,N3IT,2024,1/16/24,1/16/24,SA,EUR,N3N3 GL Posting 2024-01-16,REF00590543,FIPOST,1/16/24,FB50,1,2
0000590595,N3IT,2024,1/20/24,1/20/24,RV,EUR,N3N3 Revenue Invoice 2024-01-20,REF00590595,MMPOST,1/20/24,F-02,1,4
0000590600,N3IT,2024,1/30/24,1/30/24,RV,EUR,N3N3 Revenue Invoice 2024-01-30,REF00590600,BATCH,1/30/24,FB50,1,4
0000590610,N3IT,2024,1/10/24,1/10/24,RV,EUR,N3N3 Revenue Invoice 2024-01-10,REF00590610,BATCH,1/10/24,MIRO,1,4
0000590619,N3IT,2024,1/25/24,1/25/24,SA,EUR,N3N3 GL Posting 2024-01-25,REF00590619,MMPOST,1/25/24,FB01,1,2
0000590633,N3IT,2024,1/13/24,1/13/24,RE,EUR,N3N3 Vendor Invoice 2024-01-13,REF00590633,BATCH,1/13/24,VF01,1,2
0000590675,N3IT,2024,1/28/24,1/28/24,RE,EUR,N3N3 Vendor Invoice 2024-01-28,REF00590675,SDPOST,1/28/24,VF01,1,2
0000590721,N3IT,2024,1/26/24,1/26/24,SA,EUR,N3N3 GL Posting 2024-01-26,REF00590721,SAPUSER,1/26/24,VF01,1,2
0000590748,N3SN,2024,1/31/24,1/31/24,RV,XOF,N3N3 Revenue Invoice 2024-01-31,REF00590748,BATCH,1/31/24,MIRO,1,4
0000590770,N3IT,2024,1/2/24,1/2/24,RV,EUR,N3N3 Revenue Invoice 2024-01-02,REF00590770,SAPUSER,1/2/24,FB01,1,4
0000590771,N3SN,2024,1/30/24,1/30/24,SA,XOF,N3N3 GL Posting 2024-01-30,REF00590771,SDPOST,1/30/24,FB01,1,4
0000590784,N3IT,2024,1/14/24,1/14/24,SA,EUR,N3N3 GL Posting 2024-01-14,REF00590784,BATCH,1/14/24,VF01,1,2
0000590821,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00590821,FIPOST,1/1/24,F-02,1,4
0000590850,N3SN,2024,1/22/24,1/22/24,RV,XOF,N3N3 Revenue Invoice 2024-01-22,REF00590850,SDPOST,1/22/24,MIRO,1,4
0000590935,N3IT,2024,1/24/24,1/24/24,SA,EUR,N3N3 GL Posting 2024-01-24,REF00590935,SDPOST,1/24/24,VF01,1,2
0000591026,N3IT,2024,1/26/24,1/26/24,RV,EUR,N3N3 Revenue Invoice 2024-01-26,REF00591026,MMPOST,1/26/24,F-02,1,4
0000591061,N3IT,2024,1/5/24,1/5/24,RV,EUR,N3N3 Revenue Invoice 2024-01-05,REF00591061,SDPOST,1/5/24,MIRO,1,4
0000591103,N3IT,2024,1/3/24,1/3/24,SA,EUR,N3N3 GL Posting 2024-01-03,REF00591103,SDPOST,1/3/24,F-02,1,2
0000591105,N3IT,2024,1/22/24,1/22/24,SA,EUR,N3N3 GL Posting 2024-01-22,REF00591105,SDPOST,1/22/24,F-02,1,2
0000591159,N3IT,2024,1/20/24,1/20/24,RV,EUR,N3N3 Revenue Invoice 2024-01-20,REF00591159,MMPOST,1/20/24,F-02,1,4
0000591160,N3IT,2024,1/10/24,1/10/24,RV,EUR,N3N3 Revenue Invoice 2024-01-10,REF00591160,FIPOST,1/10/24,FB01,1,6
0000591167,N3SN,2024,1/31/24,1/31/24,RE,XOF,N3N3 Vendor Invoice 2024-01-31,REF00591167,FIPOST,1/31/24,FB50,1,2
0000591179,N3IT,2024,1/5/24,1/5/24,RV,EUR,N3N3 Revenue Invoice 2024-01-05,REF00591179,BATCH,1/5/24,FB50,1,4
0000591307,N3IT,2024,1/11/24,1/11/24,RV,EUR,N3N3 Revenue Invoice 2024-01-11,REF00591307,MMPOST,1/11/24,VF01,1,4
0000591311,N3IT,2024,1/13/24,1/13/24,RV,EUR,N3N3 Revenue Invoice 2024-01-13,REF00591311,MMPOST,1/13/24,MIRO,1,4
0000591318,N3IT,2024,1/11/24,1/11/24,SA,EUR,N3N3 GL Posting 2024-01-11,REF00591318,SDPOST,1/11/24,MIRO,1,2
0000591327,N3IT,2024,1/4/24,1/4/24,SA,EUR,N3N3 GL Posting 2024-01-04,REF00591327,SAPUSER,1/4/24,VF01,1,2
0000591418,N3IT,2024,1/3/24,1/3/24,RV,EUR,N3N3 Revenue Invoice 2024-01-03,REF00591418,SDPOST,1/3/24,MIRO,1,4
0000591427,N3IT,2024,1/18/24,1/18/24,RV,EUR,N3N3 Revenue Invoice 2024-01-18,REF00591427,BATCH,1/18/24,F-02,1,4
0000591510,N3IT,2024,1/24/24,1/24/24,RV,EUR,N3N3 Revenue Invoice 2024-01-24,REF00591510,SAPUSER,1/24/24,FB50,1,4
0000591587,N3IT,2024,1/9/24,1/9/24,RV,EUR,N3N3 Revenue Invoice 2024-01-09,REF00591587,SDPOST,1/9/24,MIRO,1,4
0000591594,N3IT,2024,1/7/24,1/7/24,RE,EUR,N3N3 Vendor Invoice 2024-01-07,REF00591594,BATCH,1/7/24,MIRO,1,2
0000591677,N3IT,2024,1/1/24,1/1/24,RV,EUR,N3N3 Revenue Invoice 2024-01-01,REF00591677,BATCH,1/1/24,MIRO,1,4
0000591760,N3SN,2024,1/23/24,1/23/24,RE,XOF,N3N3 Vendor Invoice 2024-01-23,REF00591760,SAPUSER,1/23/24,MIRO,1,4
0000591770,N3IT,2024,1/24/24,1/24/24,RV,EUR,N3N3 Revenue Invoice 2024-01-24,REF00591770,MMPOST,1/24/24,F-02,1,4
0000591786,N3SN,2024,1/25/24,1/25/24,RV,XOF,N3N3 Revenue Invoice 2024-01-25,REF00591786,BATCH,1/25/24,F-02,1,6
0000591906,N3IT,2024,1/17/24,1/17/24,RV,EUR,N3N3 Revenue Invoice 2024-01-17,REF00591906,SAPUSER,1/17/24,FB50,1,4
0000591909,N3IT,2024,1/30/24,1/30/24,SA,EUR,N3N3 GL Posting 2024-01-30,REF00591909,SDPOST,1/30/24,MIRO,1,2
0000592017,N3IT,2024,1/19/24,1/19/24,RE,EUR,N3N3 Vendor Invoice 2024-01-19,REF00592017,BATCH,1/19/24,F-02,1,2
0000592031,N3SN,2024,1/1/24,1/1/24,RV,XOF,N3N3 Revenue Invoice 2024-01-01,REF00592031,SAPUSER,1/1/24,MIRO,1,4
0000592084,N3SN,2024,1/24/24,1/24/24,RE,XOF,N3N3 Vendor Invoice 2024-01-24,REF00592084,BATCH,1/24/24,VF01,1,2
0000592095,N3IT,2024,1/4/24,1/4/24,RE,EUR,N3N3 Vendor Invoice 2024-01-04,REF00592095,SAPUSER,1/4/24,FB01,1,2
0000592218,N3IT,2024,1/22/24,1/22/24,RV,EUR,N3N3 Revenue Invoice 2024-01-22,REF00592218,SDPOST,1/22/24,VF01,1,4
0000592255,N3IT,2024,1/26/24,1/26/24,RE,EUR,N3N3 Vendor Invoice 2024-01-26,REF00592255,FIPOST,1/26/24,F-02,1,4
0000592264,N3IT,2024,1/1/24,1/1/24,SA,EUR,N3N3 GL Posting 2024-01-01,REF00592264,SDPOST,1/1/24,FB50,1,4
0000592292,N3IT,2024,1/7/24,1/7/24,RE,EUR,N3N3 Vendor Invoice 2024-01-07,REF00592292,SAPUSER,1/7/24,F-02,1,2
0000592309,N3IT,2024,1/21/24,1/21/24,SA,EUR,N3N3 GL Posting 2024-01-21,REF00592309,BATCH,1/21/24,VF01,1,4
0000592321,N3SN,2024,1/29/24,1/29/24,SA,XOF,N3N3 GL Posting 2024-01-29,REF00592321,MMPOST,1/29/24,F-02,1,2
0000592367,N3IT,2024,2/27/24,2/27/24,RV,EUR,N3N3 Revenue Invoice 2024-02-27,REF00592367,MMPOST,2/27/24,VF01,2,4
0000592370,N3IT,2024,2/1/24,2/1/24,RV,EUR,N3N3 Revenue Invoice 2024-02-01,REF00592370,MMPOST,2/1/24,FB50,2,4
0000592418,N3IT,2024,2/20/24,2/20/24,RE,EUR,N3N3 Vendor Invoice 2024-02-20,REF00592418,SDPOST,2/20/24,MIRO,2,2
0000592448,N3IT,2024,2/10/24,2/10/24,RV,EUR,N3N3 Revenue Invoice 2024-02-10,REF00592448,FIPOST,2/10/24,VF01,2,4
0000592454,N3SN,2024,2/26/24,2/26/24,RV,XOF,N3N3 Revenue Invoice 2024-02-26,REF00592454,MMPOST,2/26/24,FB01,2,4
0000592499,N3IT,2024,2/18/24,2/18/24,RV,EUR,N3N3 Revenue Invoice 2024-02-18,REF00592499,MMPOST,2/18/24,MIRO,2,6
0000592545,N3IT,2024,2/28/24,2/28/24,RV,EUR,N3N3 Revenue Invoice 2024-02-28,REF00592545,SDPOST,2/28/24,VF01,2,6
0000592570,N3IT,2024,2/14/24,2/14/24,RE,EUR,N3N3 Vendor Invoice 2024-02-14,REF00592570,MMPOST,2/14/24,F-02,2,2
0000592590,N3SN,2024,2/24/24,2/24/24,RV,XOF,N3N3 Revenue Invoice 2024-02-24,REF00592590,MMPOST,2/24/24,F-02,2,4
0000592634,N3IT,2024,2/27/24,2/27/24,RV,EUR,N3N3 Revenue Invoice 2024-02-27,REF00592634,SDPOST,2/27/24,F-02,2,4
0000592653,N3IT,2024,2/23/24,2/23/24,RV,EUR,N3N3 Revenue Invoice 2024-02-23,REF00592653,SAPUSER,2/23/24,F-02,2,4
0000592671,N3IT,2024,2/16/24,2/16/24,RE,EUR,N3N3 Vendor Invoice 2024-02-16,REF00592671,SAPUSER,2/16/24,FB01,2,2
